city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Bangalore,Kengeri,5,3,0,-,acept,not furnished,0,21600,1029,327,22956
Bangalore,Kadugodi,1,1,1,6,acept,furnished,2670,12450,330,159,15609
Bangalore,Chikkalasandra,3,3,4,7,acept,not furnished,24129,36000,8808,459,69390
Bangalore,Kundalahalli,1,1,1,8,acept,furnished,1350,9750,0,126,11226
Bangalore,Ramamurthy Nagar,3,2,2,11,acept,not furnished,1890,8400,501,108,10899
Bangalore,Kaggadasapura,1,1,1,9,acept,not furnished,1500,6975,384,90,8949
Bangalore,Seegehalli,2,2,0,27,not acept,furnished,3300,30600,0,390,34290
Bangalore,KR Puram,1,1,1,6,not acept,furnished,1926,4800,0,63,6789
Bangalore,Ramagondanahalli,2,1,3,-,acept,not furnished,0,4800,489,75,5364
Bangalore,Ambalipura,3,2,2,4,acept,furnished,3300,22650,627,288,26865
Bangalore,Kasavanhalli,2,2,1,18,acept,not furnished,3858,5130,0,66,9054
Bangalore,Sarjapur,1,1,0,4,acept,furnished,1806,5400,390,69,7665
Bangalore,Malleshwaram,2,1,1,21,acept,not furnished,1557,5103,465,66,7191
Bangalore,Bhoganhalli,1,2,2,17,acept,not furnished,2895,6690,813,87,10485
Bangalore,Harlur,3,4,3,9,acept,not furnished,6300,17400,2475,222,26397
Bangalore,Chandapura,2,2,1,-,acept,not furnished,0,6120,0,93,6213
Chennai,Thiruvanmiyur,2,1,1,3,acept,not furnished,1455,2940,144,39,4578
Bangalore,9th Phase JP Nagar,1,1,1,1,acept,not furnished,1395,9000,252,117,10764
Chennai,Mogappair,1,1,0,5,not acept,not furnished,1761,2850,102,39,4752
Bangalore,Ramamurthy Nagar,1,2,2,19,acept,not furnished,3276,7500,963,96,11835
Chennai,Kanathur,4,5,0,12,acept,not furnished,9000,15300,2889,195,27384
Bangalore,Domlur,2,2,2,18,acept,furnished,5400,38400,1251,489,45540
Bangalore,Doddabommasandra,3,4,4,-,acept,not furnished,0,24000,8751,363,33120
Bangalore,7th Phase JP Nagar,2,1,1,4,acept,furnished,1290,7092,231,90,8703
Bangalore,Electronic City,4,5,4,1,acept,not furnished,11400,8250,4251,105,24006
Bangalore,Electronic City,2,1,1,-,acept,not furnished,0,11400,810,174,12384
Bangalore,Thigalarapalya,3,3,0,-,acept,not furnished,0,16500,2202,249,18951
Bangalore,Marathahalli,4,4,6,7,not acept,furnished,12000,16500,3540,210,32250
Bangalore,Lakshminarayana Pura,3,2,0,7,acept,furnished,1950,5700,555,75,8280
Bangalore,Thanisandra,3,4,2,-,acept,not furnished,0,8700,3300,132,12132
Bangalore,R.T. Nagar,3,3,2,4,acept,not furnished,4650,9000,1950,117,15717
Bangalore,B Narayanapura,5,3,2,-,acept,furnished,0,11520,1800,174,13494
Bangalore,Yelachenahalli,4,4,4,-,acept,not furnished,0,42000,4002,633,46650
Bangalore,Panathur,3,2,3,3,acept,furnished,3300,5997,459,78,9834
Bangalore,Kanakpura Road,2,1,1,4,acept,not furnished,2250,5523,231,21,8025
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3279,0,51,3330
Bangalore,Hebbal,4,3,4,-,acept,not furnished,0,21600,1302,327,23229
Bangalore,Ulsoor,2,2,2,8,acept,not furnished,5400,12450,1140,159,19149
Bangalore,7th Phase JP Nagar,1,1,0,1,not acept,not furnished,900,3720,0,48,4668
Bangalore,Hosakerehalli,3,2,2,5,acept,not furnished,3300,13044,750,168,17262
Bangalore,Panathur,2,1,1,6,acept,not furnished,2250,10500,315,135,13200
Bangalore,Shampura,3,4,3,13,acept,not furnished,7200,21000,252,267,28719
Bangalore,Rajaji Nagar,3,2,1,8,not acept,furnished,3600,22500,1251,288,27639
Bangalore,Brookefield,2,1,0,2,acept,not furnished,1500,6870,0,90,8460
Bangalore,Indira Nagar,2,2,1,6,acept,furnished,3216,15000,588,192,18996
Bangalore,Panathur,2,2,2,4,acept,furnished,3084,7650,870,99,11703
Bangalore,Bannerghatta,1,1,1,15,not acept,furnished,12000,18000,765,231,30990
Bangalore,Shampura,4,3,3,6,acept,not furnished,8064,5760,1269,75,15168
Chennai,Tiruporur Near Kelambakkam,1,1,0,2,acept,not furnished,1230,1500,39,21,2790
Bangalore,Kenchenahalli,4,4,4,5,acept,furnished,9990,44700,4251,567,59520
Bangalore,Yelahanka,1,1,0,-,not acept,furnished,0,2580,177,39,2796
Bangalore,9th Phase JP Nagar,1,1,1,8,acept,not furnished,969,6450,255,84,7758
Bangalore,Hormavu,3,2,2,4,acept,furnished,5910,27000,2700,345,35970
Bangalore,Chandapura,2,2,2,4,acept,not furnished,3000,15000,330,192,18522
Bangalore,Uttarahalli,3,4,1,-,acept,not furnished,0,9000,0,138,9138
Bangalore,Koramangala,1,1,1,4,acept,furnished,4350,12600,405,162,17517
Bangalore,KR Puram,1,2,0,17,not acept,not furnished,1524,5400,174,69,7167
Bangalore,Bannerghatta Road,3,2,2,5,not acept,not furnished,4560,15000,0,108,19668
Bangalore,Thigalarapalya,4,4,4,4,not acept,not furnished,8571,34500,4440,438,47940
Bangalore,Whitefield,1,1,0,-,acept,not furnished,0,4800,0,75,4875
Bangalore,7th Phase JP Nagar,1,1,1,2,not acept,furnished,2343,8910,276,114,11643
Bangalore,HSR Layout,1,1,0,5,acept,not furnished,2457,4950,0,63,7470
Bangalore,Bellandur,3,2,2,2,acept,not furnished,7500,21000,3600,267,32370
Chennai,Thoraipakkam,3,2,1,-,acept,not furnished,0,3960,501,60,4521
Bangalore,Bellandur,3,3,5,-,acept,not furnished,0,7500,696,114,8310
Bangalore,Sarjapur,1,1,0,-,acept,furnished,1806,5400,390,69,7665
Bangalore,Ramagondanahalli,2,1,0,1,acept,not furnished,840,4560,0,60,5460
Bangalore,7th Phase JP Nagar,1,1,0,-,acept,not furnished,0,4500,228,69,4797
Bangalore,HSR Layout,1,1,0,1,not acept,not furnished,180,2850,0,39,3069
Bangalore,Begur,4,5,4,19,acept,furnished,8589,21000,2250,267,32100
Bangalore,Kanakpura Road,1,1,0,1,acept,not furnished,0,3750,840,48,4638
Bangalore,Hosa Road,1,1,0,-,not acept,not furnished,0,2508,0,39,2547
Chennai,Vadapalani,2,1,1,4,acept,not furnished,2340,3600,156,48,6144
Bangalore,Vijayanagar,2,2,1,7,acept,not furnished,1350,7050,0,90,8490
Bangalore,Laggere,4,5,4,-,acept,furnished,0,34500,2352,519,37380
Bangalore,Silk Board,5,8,8,-,acept,not furnished,0,45000,7002,678,52680
Bangalore,Sahakara Nagar,2,2,2,12,acept,not furnished,1950,9900,627,126,12603
Bangalore,Kathriguppe,3,5,2,13,not acept,furnished,4890,32970,873,420,39150
Chennai,Madipakkam,1,1,0,3,acept,not furnished,1500,3150,114,42,4806
Bangalore,Bhoganhalli,2,1,1,7,acept,not furnished,1710,4260,12,54,6036
Bangalore,Hennur Road,2,1,0,1,not acept,not furnished,1500,8100,75,105,9780
Bangalore,Malleshpalya,3,3,2,9,acept,not furnished,0,36000,0,459,36450
Bangalore,Sarjapur  Road,1,1,1,10,acept,furnished,1377,10200,240,132,11949
Bangalore,Jakkur,3,4,4,-,acept,not furnished,0,15000,825,228,16053
Bangalore,Old Airport Road,3,2,2,6,acept,furnished,2400,9300,609,120,12429
Bangalore,CV Raman Nagar,4,5,3,15,not acept,furnished,10557,36000,3861,459,50880
Bangalore,Thanisandra,3,3,2,12,acept,not furnished,6000,19500,1251,249,27000
Bangalore,7th Phase JP Nagar,2,1,0,2,acept,not furnished,180,2700,126,36,3042
Chennai,Padur,2,2,1,3,acept,not furnished,2430,3300,210,42,5982
Bangalore,Singasandra,1,1,1,10,not acept,not furnished,2700,10500,300,135,13635
Chennai,Kelambakkam,2,1,1,10,acept,not furnished,1197,2700,75,36,4008
Bangalore,Rajaji Nagar,3,2,2,15,not acept,not furnished,4200,18600,12000,237,35040
Chennai,Madipakkam,1,2,2,2,acept,not furnished,1890,3705,240,48,5883
Bangalore,Thanisandra,3,3,2,7,not acept,furnished,7500,18000,375,231,26106
Chennai,Thiruninravur,1,1,0,3,acept,not furnished,1458,2220,45,30,3753
Bangalore,Sathya Sai Layout,3,4,4,3,acept,furnished,11400,36000,2250,459,50100
Bangalore,Electronic City,1,1,0,-,acept,furnished,0,8160,414,123,8697
Chennai,Porur,3,2,2,5,acept,not furnished,1440,4350,225,57,6072
Chennai,Padapai,4,6,3,-,acept,not furnished,3369,16500,2457,249,22575
Bangalore,Electronic City,3,2,6,-,acept,not furnished,0,22500,3000,339,25839
Bangalore,Banaswadi,3,2,1,6,acept,not furnished,4440,14100,879,180,19599
Bangalore,Kudlu,2,1,1,1,not acept,not furnished,2250,4125,51,54,6480
Bangalore,Uttarahalli,2,2,0,3,not acept,not furnished,2793,8100,0,105,10998
Chennai,Porur,2,1,1,-,acept,not furnished,0,3240,240,51,3531
Bangalore,Nagappa Reddy Layout,5,8,7,-,acept,furnished,0,45000,8001,678,53670
Bangalore,Ramamurthy Nagar,2,2,2,6,acept,not furnished,2100,3594,681,48,6423
Chennai,Keerapakkam,3,1,1,3,acept,not furnished,2850,3600,441,48,6939
Bangalore,Hennur Road,2,3,1,-,acept,not furnished,810,6900,9,105,7824
Chennai,Vengambakkam,4,2,0,-,acept,not furnished,2760,7200,714,111,10785
Bangalore,Hosur Road,3,2,1,9,acept,not furnished,4050,16500,600,210,21360
Bangalore,Hennur,2,1,1,17,not acept,furnished,1995,6000,300,78,8373
Bangalore,Harlur,3,5,6,-,acept,not furnished,0,14700,300,222,15222
Bangalore,Kaggadasapura,1,1,0,2,acept,furnished,0,9768,0,126,9894
Bangalore,Vittasandra,3,2,1,10,not acept,furnished,3900,19500,801,141,24342
Bangalore,Bannerghatta Road,2,2,2,-,acept,not furnished,300,16500,474,249,17523
Bangalore,Uttarahalli,1,1,1,5,acept,furnished,3,21600,0,276,21879
Bangalore,Rajaji Nagar,3,3,2,-,acept,not furnished,0,9300,390,141,9831
Bangalore,Kadugodi,1,1,1,4,acept,not furnished,1500,4500,450,60,6510
Bangalore,Thubarahalli,5,3,1,-,acept,not furnished,0,18000,126,273,18399
Bangalore,Begur Road,3,3,3,-,acept,furnished,0,8400,750,129,9279
Bangalore,Yelahanka,1,1,2,5,acept,not furnished,2745,4677,507,60,7989
Bangalore,Thanisandra,5,6,4,6,acept,not furnished,9900,15000,3750,192,28842
Bangalore,Haralur Road,3,3,3,-,acept,not furnished,300,13800,702,210,15012
Bangalore,Electronics City Phase 1,2,3,2,-,acept,not furnished,5850,42000,1239,534,49620
Bangalore,Ramagondanahalli,2,1,2,9,acept,furnished,0,17700,0,225,17925
Bangalore,Lakshminarayana Pura,1,1,1,8,acept,not furnished,2571,3600,300,48,6519
Bangalore,Electronics City Phase 1,2,3,3,-,acept,not furnished,0,22500,1251,339,24090
Chennai,Thiruporur,3,2,0,15,acept,not furnished,2754,7500,744,96,11094
Bangalore,Gubbalala,2,1,1,9,acept,furnished,2403,3600,0,48,6051
Bangalore,Ramamurthy Nagar,2,1,1,2,acept,not furnished,1200,10200,252,132,11784
Chennai,Veppampatttu,1,2,1,6,acept,furnished,4500,7500,0,96,12096
Bangalore,Koramangala,2,1,1,3,acept,not furnished,984,4650,162,60,5856
Bangalore,Haralur Road,3,4,3,18,not acept,furnished,6600,22500,1866,162,31140
Bangalore,Bommasandra,3,2,2,6,acept,not furnished,5502,9000,1638,117,16257
Bangalore,KR Puram,1,1,1,10,acept,furnished,1710,5400,0,21,7131
Bangalore,Tumkur Road,3,2,2,10,acept,not furnished,6966,22500,1155,288,30900
Bangalore,Hoodi,3,2,1,-,acept,not furnished,0,11475,0,174,11649
Bangalore,Kalena Agrahara,3,2,2,10,acept,not furnished,2040,7500,150,96,9786
Bangalore,Hennur Road,2,2,0,1,not acept,not furnished,1971,5400,0,69,7440
Bangalore,5th Phase JP Nagar,1,1,0,9,acept,not furnished,930,13800,165,177,15072
Bangalore,Jakkur,4,4,3,23,acept,furnished,3300,21330,1767,273,26670
Bangalore,Marathahalli,3,5,4,-,acept,not furnished,0,13470,1002,204,14676
Bangalore,Ananth Nagar,4,2,2,3,acept,not furnished,4977,19500,1200,249,25926
Bangalore,Kalena Agrahara,3,2,1,2,acept,not furnished,1590,7500,390,96,9576
Bangalore,Ittamadu,3,3,4,10,acept,not furnished,14100,19200,4500,246,38040
Bangalore,Jakkur,3,4,4,16,acept,furnished,8547,45000,3480,573,57600
Bangalore,Outer Ring Road East,4,4,3,7,not acept,not furnished,12900,11700,3252,150,28002
Chennai,Annanagar West,3,2,1,4,acept,not furnished,750,5250,351,69,6420
Chennai,Thiruvanmiyur,2,2,2,5,acept,not furnished,2400,9000,42,117,11559
Bangalore,Bellandur,3,2,1,2,acept,not furnished,3000,30000,540,381,33930
Bangalore,Sarjapur,1,1,0,5,acept,furnished,1806,5400,390,69,7665
Bangalore,Chandapura,2,1,0,2,acept,not furnished,1275,5040,99,66,6480
Bangalore,Akshaya Nagar,6,5,3,-,not acept,not furnished,0,27000,1251,408,28659
Bangalore,Binny Pete,3,3,2,10,not acept,not furnished,5985,16500,1587,210,24282
Bangalore,Whitefield,1,1,1,3,acept,not furnished,1365,5700,0,75,7140
Bangalore,Old Madras Road,5,4,4,6,not acept,not furnished,10500,21000,5052,267,36810
Bangalore,Ramagondanahalli,2,1,1,1,acept,not furnished,1230,7500,0,96,8826
Chennai,Poonamallee,3,3,2,-,acept,not furnished,1950,6630,552,102,9234
Bangalore,JP Nagar,3,5,3,-,acept,not furnished,0,24000,0,363,24363
Bangalore,Thanisandra,3,4,2,2,acept,not furnished,8100,27540,0,351,36000
Chennai,Padur,3,2,1,7,acept,not furnished,2745,4500,189,60,7494
Bangalore,Basaveshwara Nagar,2,2,2,13,acept,not furnished,5100,16500,960,210,22770
Bangalore,Akshaya Nagar,4,6,6,11,acept,furnished,13500,36000,9000,459,58950
Bangalore,Babusapalaya,2,4,2,8,acept,not furnished,2520,6900,1137,90,10647
Bangalore,Kumaraswami Layout,2,2,2,10,not acept,furnished,4185,11400,777,147,16509
Bangalore,Thanisandra,3,2,5,-,acept,not furnished,0,21000,2889,318,24207
Bangalore,Hennur,2,1,1,6,acept,not furnished,831,6300,312,81,7524
Bangalore,Green Glen Layout,3,2,2,10,acept,not furnished,2700,21000,426,267,24393
Chennai,Maraimalai Nagar,2,2,2,9,acept,furnished,3081,8400,456,108,12045
Bangalore,Gunjur,3,4,3,6,not acept,not furnished,5400,27000,1839,345,34590
Bangalore,Kengeri,3,4,4,-,not acept,furnished,0,16500,600,249,17349
Bangalore,Kammasandra,4,3,2,4,not acept,not furnished,4500,13500,1251,174,19425
Bangalore,Banaswadi,3,3,3,4,acept,furnished,4500,29400,1251,375,35520
Chennai,Porur,2,1,1,2,acept,not furnished,2010,3600,363,48,6021
Bangalore,Kumaraswami Layout,3,3,3,-,acept,not furnished,0,7200,213,111,7524
Bangalore,Hennur Road,3,2,1,9,acept,not furnished,3000,5400,132,69,8601
Bangalore,KR Puram,2,1,1,4,acept,not furnished,1200,4380,0,57,5637
Bangalore,Cottonpet,4,4,4,-,acept,not furnished,0,18000,3126,273,21399
Bangalore,Uttarahalli,2,1,1,2,acept,not furnished,3771,8850,585,114,13320
Bangalore,Akshaya Nagar,3,3,5,-,acept,not furnished,0,32700,5139,492,38340
Bangalore,Electronic City Phase II,1,1,1,7,not acept,not furnished,5877,4890,681,63,11511
Bangalore,JP Nagar,4,5,4,14,acept,not furnished,9600,39000,3000,495,52110
Bangalore,Kaggadasapura,1,1,1,11,not acept,furnished,1680,9900,516,126,12222
Bangalore,Kasavanhalli,3,2,0,-,not acept,not furnished,0,8700,1152,132,9984
Bangalore,Hennur Road,3,2,1,2,acept,not furnished,2835,6000,15,78,8928
Bangalore,Mysore Road,1,1,1,13,not acept,furnished,6306,12900,1431,165,20802
Bangalore,Medahalli,3,5,3,10,acept,furnished,10200,18000,4500,231,32940
Bangalore,Hoodi,2,2,1,5,not acept,furnished,2100,5700,450,75,8325
Bangalore,Hennur,1,1,0,12,not acept,furnished,1329,11400,267,147,13143
Bangalore,Sarjapur,1,1,0,9,acept,furnished,1305,4950,177,63,6495
Bangalore,Varthur,2,1,1,12,not acept,furnished,1950,3708,102,48,5808
Bangalore,Thigalarapalya,3,2,1,5,acept,furnished,10200,22500,1350,288,34350
Chennai,Ambattur,3,3,2,-,acept,not furnished,1680,9600,264,147,11691
Bangalore,Ganga Nagar,2,2,2,10,acept,not furnished,5283,11850,1920,153,19206
Bangalore,Kasavanhalli,3,3,1,7,acept,not furnished,3918,13725,420,174,18237
Bangalore,Narayanapura,3,3,0,-,acept,not furnished,0,25500,1425,384,27309
Chennai,Kolapakkam,2,1,0,-,not acept,not furnished,0,5100,315,78,5493
Bangalore,Kothanur,1,1,1,1,not acept,furnished,3150,21600,750,276,25776
Bangalore,Sunkadakatte,3,4,4,7,acept,not furnished,8100,45000,2502,573,56190
Bangalore,Thigalarapalya,4,2,2,-,acept,not furnished,0,24000,2052,363,26415
Bangalore,Vijayanagar,2,1,1,5,acept,not furnished,2070,2850,36,39,4995
Bangalore,Thanisandra,4,3,8,-,acept,not furnished,0,26100,5751,393,32250
Bangalore,Singasandra,1,1,1,1,acept,furnished,360,8040,330,123,8853
Bangalore,JP Nagar,4,4,1,1,acept,furnished,9000,24000,876,306,34170
Bangalore,Nelamangala,4,4,3,7,acept,not furnished,6600,15000,2502,192,24294
Bangalore,Srinivasa Nagar,5,4,3,17,acept,not furnished,9600,45000,3501,573,58680
Bangalore,Hosakerehalli,3,3,2,2,acept,not furnished,3600,10200,1002,132,14934
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,4050,240,63,4353
Bangalore,Sidedahalli,3,2,1,11,acept,not furnished,7920,23400,1803,297,33420
Bangalore,Whitefield,1,1,1,10,not acept,furnished,3900,26400,750,336,31380
Bangalore,Sahakara Nagar,2,3,2,16,not acept,not furnished,1623,17100,648,219,19590
Bangalore,Kodichikkanahalli,5,3,3,6,acept,not furnished,11400,12300,4305,156,28161
Bangalore,Yelahanka,1,1,0,1,acept,not furnished,0,2700,465,36,3201
Bangalore,Electronic City,4,1,0,-,acept,not furnished,0,4800,300,75,5175
Bangalore,Whitefield,1,1,0,-,acept,furnished,1392,3570,342,54,5358
Bangalore,Bannerghatta Road,1,2,2,4,acept,not furnished,9300,12600,2250,162,24312
Bangalore,Binny Pete,3,3,2,8,acept,furnished,4350,9000,525,117,13992
Bangalore,Yelahanka,1,1,0,-,acept,not furnished,0,3300,585,51,3936
Bangalore,Hebbal,4,4,3,-,not acept,not furnished,0,22500,1251,339,24090
Bangalore,Sarjapur  Road,2,1,0,1,not acept,not furnished,1050,3150,348,42,4590
Chennai,tambaram west,2,1,0,4,not acept,not furnished,1494,2790,144,36,4464
Chennai,Adambakkam,2,1,1,1,acept,not furnished,1035,2280,33,30,3378
Bangalore,Kanakpura Road,1,2,1,9,not acept,furnished,2532,11400,0,147,14079
Bangalore,Hosa Road,1,1,0,2,not acept,furnished,0,5250,0,69,5319
Bangalore,Vittasandra,3,4,3,13,acept,not furnished,4515,18300,1299,234,24348
Bangalore,Chandapura,2,2,2,7,acept,furnished,3111,12000,735,153,15999
Bangalore,Electronic City Phase II,1,1,0,6,not acept,not furnished,759,3750,90,48,4647
Bangalore,Rajaji Nagar,3,4,0,3,acept,furnished,0,7329,0,93,7422
Bangalore,Rachenahalli,1,1,1,1,not acept,not furnished,1740,5220,225,69,7254
Chennai,Mangadu,4,3,2,-,acept,not furnished,3150,13044,501,198,16893
Bangalore,Thanisandra,3,5,3,5,acept,furnished,4539,13050,1752,168,19509
Bangalore,Balagere,4,6,4,4,acept,not furnished,12000,45000,7500,573,65070
Bangalore,Sarjapur,1,1,0,2,acept,furnished,1806,5400,390,69,7665
Bangalore,HRBR Layout,3,3,2,8,not acept,not furnished,3666,9750,1458,126,15000
Bangalore,Sonnenahalli,3,3,3,17,acept,not furnished,8100,30000,2001,381,40470
Bangalore,Rachenahalli,2,1,1,3,acept,furnished,1149,4500,129,60,5838
Bangalore,TC Palaya,2,1,0,12,acept,not furnished,780,6000,0,78,6858
Bangalore,Horamavu Agara,2,1,1,10,acept,not furnished,1650,3480,0,45,5175
Bangalore,Kanakpura Road,2,2,1,8,acept,not furnished,1920,4950,0,63,6933
Bangalore,GM Palaya,3,3,2,-,not acept,not furnished,0,9900,675,150,10725
Bangalore,Hessarghatta,3,3,3,2,acept,not furnished,9000,6000,2475,78,17553
Bangalore,Kodichikkanahalli,3,4,3,7,acept,furnished,11700,26310,5502,336,43860
Bangalore,Raja Rajeshwari Nagar,1,1,1,2,acept,not furnished,1590,4800,402,63,6855
Bangalore,Banashankari Stage III,2,3,3,3,acept,not furnished,6900,9900,1500,126,18426
Chennai,Padapai,3,3,4,-,acept,not furnished,0,16500,1152,249,17901
Bangalore,Haralur Road,3,3,2,3,not acept,not furnished,6300,10800,1497,138,18735
Bangalore,Anekal,3,2,1,6,acept,not furnished,3000,9000,150,117,12267
Bangalore,Whitefield,2,1,1,6,acept,not furnished,1290,3915,147,51,5403
Bangalore,Hormavu,3,4,0,14,acept,furnished,6600,12000,2400,153,21153
Bangalore,Hebbal,5,3,6,-,acept,not furnished,0,45000,8112,678,53790
Bangalore,Electronic City Phase II,1,1,1,6,acept,not furnished,5700,6003,375,78,12156
Bangalore,Nagadevanahalli,1,1,0,-,not acept,not furnished,0,3600,123,48,3771
Bangalore,Shivaji Nagar,3,3,3,12,acept,furnished,5400,9600,2700,123,17823
Bangalore,1st Phase JP Nagar,3,2,1,10,acept,not furnished,2850,9945,225,126,13146
Bangalore,Gottigere,2,2,2,5,acept,not furnished,2502,4530,570,60,7662
Bangalore,Yelahanka,1,1,1,5,acept,not furnished,1050,5340,0,69,6459
Bangalore,Thanisandra,5,2,3,-,acept,not furnished,0,14400,900,219,15519
Bangalore,Whitefield,2,1,1,1,acept,not furnished,900,3300,0,42,4242
Bangalore,Hosakerehalli,3,3,2,3,acept,not furnished,5400,14400,1179,183,21162
Bangalore,7th Phase JP Nagar,1,1,0,-,not acept,not furnished,0,3090,0,48,3138
Bangalore,Devanahalli,2,2,1,7,not acept,not furnished,750,7500,0,96,8346
Bangalore,Sarjapur,1,1,0,1,not acept,furnished,0,6180,0,81,6261
Bangalore,Cox Town,4,3,3,10,acept,furnished,12000,30000,5100,381,47490
Bangalore,Vijayanagar,2,1,1,1,acept,not furnished,1650,3750,0,48,5448
Bangalore,Uttarahalli,3,2,1,10,acept,not furnished,2370,5700,492,75,8637
Bangalore,ISRO Layout,4,3,3,13,not acept,not furnished,7260,15000,2793,192,25245
Bangalore,Vasanthapura,2,1,1,-,not acept,not furnished,0,5100,252,78,5430
Bangalore,Sarjapur  Road,2,1,0,-,not acept,not furnished,0,3900,0,60,3960
Bangalore,Hennur,2,1,1,6,acept,furnished,1200,5400,0,69,6669
Bangalore,Magadi Road,3,3,2,16,not acept,not furnished,8160,45000,2538,573,56280
Chennai,Kelambakkam,1,1,0,7,acept,not furnished,1440,3600,150,48,5238
Bangalore,Ambalipura,3,1,3,2,acept,not furnished,3162,10200,282,132,13776
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,2250,75,36,2361
Chennai,Ambattur,2,1,1,2,acept,not furnished,390,2940,156,39,3525
Bangalore,Abbigere,4,5,2,2,acept,not furnished,8700,21000,2376,267,32340
Bangalore,Raja Rajeshwari Nagar,1,1,0,-,acept,not furnished,1050,4050,0,54,5154
Bangalore,Hennur,1,1,1,18,not acept,furnished,1800,16200,0,207,18207
Chennai,Madhavaram Milk Colony,3,3,0,2,acept,not furnished,3000,21000,252,267,24519
Bangalore,Padmanabhanagar,3,2,1,5,not acept,furnished,1200,6150,165,78,7593
Bangalore,Somasundara Palya,1,1,1,11,acept,not furnished,1560,8100,249,105,10014
Bangalore,Doddathoguru,1,1,0,9,acept,not furnished,1101,5850,252,75,7278
Bangalore,Kanakpura Road,2,1,3,-,acept,not furnished,0,6600,564,102,7266
Bangalore,Kanakpura Road,2,2,1,7,acept,not furnished,1800,6600,147,84,8631
Bangalore,Belathur,5,5,4,3,acept,furnished,12516,21000,4251,267,38040
Bangalore,Sarjapur  Road,2,1,1,9,acept,not furnished,2301,8121,0,33,10455
Bangalore,Gottigere,2,2,1,22,not acept,furnished,1440,13500,420,174,15534
Bangalore,Kothanur,2,2,1,6,not acept,not furnished,1500,6900,501,90,8991
Bangalore,NGR Layout,3,3,2,-,acept,not furnished,0,12000,1071,183,13254
